episodio,recompensa,sucesso,epsilon
191,-3685.230447378299,1,0.3819719776053028
192,-13286.813863855272,0,0.3800621177172763
193,264.98571136907185,1,0.37816180712868996
194,29.620499351813237,1,0.37627099809304654
195,-9075.055589891512,1,0.3743896431025813
196,-12178.693203312463,0,0.37251769488706843
197,-12900.44282872698,0,0.3706551064126331
198,272.71511950137165,1,0.36880183088056995
199,352.6356421265527,1,0.3669578217261671
200,70.36067977499789,1,0.36512303261753626
201,-13206.695689347314,0,0.3632974174544486
202,476.16552506059645,1,0.3614809303671764
203,-13463.913737788727,0,0.3596735257153405
204,-12197.481886496687,0,0.3578751580867638
205,-162.7590012963734,1,0.35608578229633
206,370.80243893371346,1,0.3543053533848483
207,-89.52923187665726,1,0.35253382661792404
208,-7260.382695906631,1,0.3507711574848344
209,129.26029162546916,1,0.34901730169741024
210,442.16609194718916,1,0.3472722151889232
211,312.23448553724734,1,0.3455358541129786
212,300.4390889145858,1,0.3438081748424137
213,-9464.423411543889,1,0.3420891339682016
214,312.0587727318528,1,0.3403786882983606
215,-5301.138501944558,1,0.3386767948568688
216,352.0,1,0.33698341088258443
217,468.6833281282527,1,0.3352984938281715
218,-1144.2678625053622,1,0.33362200135903064
219,458.0,1,0.33195389135223546
220,486.3310501211929,1,0.3302941218954743
221,350.0,1,0.32864265128599696
222,485.6619037896906,1,0.326999438029567
223,338.94427190999915,1,0.3253644408394192
224,-561.7900536509142,1,0.3237376186352221
225,-756.5599097066613,1,0.322118930542046
226,-965.6549906867901,1,0.32050833588933575
227,-2763.750776405004,1,0.31890579420988907
228,-12689.238362017339,0,0.3173112652388396
229,-47.13203773588668,1,0.3157247089126454
230,-14363.765820777995,0,0.3141460853680822
231,-13153.083022681032,0,0.3125753549412418
232,-2527.7345080991563,1,0.31101247816653554
233,-939.9999999999998,1,0.30945741577570285
234,-13530.000000000002,0,0.3079101286968243
235,-4961.009804864073,1,0.3063705780533402
236,412.3606797749979,1,0.30483872516307353
237,488.4721359549996,1,0.3033145315372582
238,-59.12182217082841,1,0.3017979588795719
239,-78.79784952452349,1,0.30028896908517405
240,-2032.0,1,0.2987875242397482
241,312.2099463490856,1,0.29729358661854943
242,-3868.379500648187,1,0.29580711868545667
243,-805.0142886309281,1,0.2943280830920294
244,-13522.0,0,0.29285644267656924
245,144.16609194718916,1,0.2913921604631864
246,-11509.513424616545,0,0.28993519966087045
247,-1411.574659192896,1,0.2884855236625661
248,333.4400902933387,1,0.28704309604425327
249,330.1980390271856,1,0.285607880564032
250,488.32455532033674,1,0.28417984116121187
251,166.190046219458,1,0.2827589419554058
252,-2057.1964914980176,1,0.28134514724562876
253,212.77032961426903,1,0.2799384215094006
254,-12707.43300673247,0,0.27853872940185365
255,-423.7509690068057,1,0.27714603575484437
256,-13752.381413920622,0,0.2757603055760701
257,-13806.898429686053,0,0.2743815040481898
258,490.0,1,0.2730095965279488
259,-10797.46955206575,0,0.27164454854530906
260,-124.26407547177348,1,0.2702863258025825
261,-130.65686380498175,1,0.2689348941735696
262,345.6124969497314,1,0.26759021970270175
263,-13852.381413920626,0,0.2662522686041882
264,-2839.1981308819354,1,0.2649210072611673
265,-323.8578643762693,1,0.26359640222486147
266,-1825.5609110854139,1,0.26227842021373715
267,-1513.5369075765443,1,0.2609670281126685
268,457.63330765278397,1,0.25966219297210513
269,486.2099463490856,1,0.2583638820072446
270,-11788.422205101853,0,0.2570720625972084
271,-6174.391012370472,1,0.25578670228422234
272,-6163.999999999999,1,0.25450776877280124
